property,seed,basis,arm,realization,init,epochs,baseline,corrected,delta,probe_r2_mean,base_Frob,base_angErr,base_compMAE,base_eigMAE,base_elem,base_iso,base_magMAE,base_vecMAE,corr_Frob,corr_angErr,corr_compMAE,corr_eigMAE,corr_elem,corr_iso,corr_magMAE,corr_vecMAE
dipole,0,primary,shuffled,4,2,19,0.090131596,0.09048593,0.0003543347,-0.025115132331848145,,4.5294647,0.090131596,,,,0.10123755,0.18293388,,4.5294666,0.09048593,,,,0.10252492,0.1836267
dipole,1,primary,null,0,0,,0.09435965,0.09435965,0.0,,,4.6633115,0.09435965,,,,0.106728055,0.19178858,,,,,,,,
dipole,1,primary,tda,0,0,22,0.09435965,0.09434787,-1.1779368e-05,-0.009555220603942871,,4.6633115,0.09435965,,,,0.106728055,0.19178858,,4.663316,0.09434787,,,,0.106226645,0.19175354
dipole,1,primary,tda,0,1,25,0.09435965,0.09448957,0.00012991577,-0.013326764106750488,,4.6633115,0.09435965,,,,0.106728055,0.19178858,,4.6633143,0.09448957,,,,0.10650169,0.19204682
dipole,1,primary,tda,0,2,19,0.09435965,0.094370864,1.1213124e-05,-0.013931632041931152,,4.6633115,0.09435965,,,,0.106728055,0.19178858,,4.6633143,0.094370864,,,,0.1065732,0.19179648
dipole,1,primary,random,0,0,17,0.09435965,0.09466258,0.0003029257,-0.02187931537628174,,4.6633115,0.09435965,,,,0.106728055,0.19178858,,4.663314,0.09466258,,,,0.10782006,0.19238591
dipole,1,primary,random,0,1,16,0.09435965,0.09463616,0.00027650595,-0.021147847175598145,,4.6633115,0.09435965,,,,0.106728055,0.19178858,,4.66331,0.09463616,,,,0.10772608,0.19233648
dipole,1,primary,random,0,2,16,0.09435965,0.09446376,0.00010410696,-0.015954256057739258,,4.6633115,0.09435965,,,,0.106728055,0.19178858,,4.6633153,0.09446376,,,,0.10711445,0.19199549
dipole,1,primary,random,1,0,16,0.09435965,0.09462153,0.00026188046,-0.020635247230529785,,4.6633115,0.09435965,,,,0.106728055,0.19178858,,4.6633134,0.09462153,,,,0.10767269,0.19230369
dipole,1,primary,random,1,1,16,0.09435965,0.094643556,0.00028390437,-0.021271109580993652,,4.6633115,0.09435965,,,,0.106728055,0.19178858,,4.663316,0.094643556,,,,0.10775331,0.1923503
dipole,1,primary,random,1,2,16,0.09435965,0.094462655,0.00010300428,-0.015871405601501465,,4.6633115,0.09435965,,,,0.106728055,0.19178858,,4.663306,0.094462655,,,,0.107096694,0.19199131
dipole,1,primary,random,2,0,16,0.09435965,0.09465006,0.00029040873,-0.02150893211364746,,4.6633115,0.09435965,,,,0.106728055,0.19178858,,4.663311,0.09465006,,,,0.107765794,0.19236003
dipole,1,primary,random,2,1,16,0.09435965,0.094659224,0.00029957294,-0.021737098693847656,,4.6633115,0.09435965,,,,0.106728055,0.19178858,,4.6633153,0.094659224,,,,0.107804544,0.19238122
dipole,1,primary,random,2,2,17,0.09435965,0.09468389,0.00032424182,-0.022491455078125,,4.6633115,0.09435965,,,,0.106728055,0.19178858,,4.6633215,0.09468389,,,,0.107883945,0.19242741
dipole,1,primary,random,3,0,16,0.09435965,0.09462588,0.0002662316,-0.020869731903076172,,4.6633115,0.09435965,,,,0.106728055,0.19178858,,4.663313,0.09462588,,,,0.10768048,0.1923143
