property,seed,basis,arm,realization,init,epochs,baseline,corrected,delta,probe_r2_mean,base_Frob,base_angErr,base_compMAE,base_eigMAE,base_elem,base_iso,base_magMAE,base_vecMAE,corr_Frob,corr_angErr,corr_compMAE,corr_eigMAE,corr_elem,corr_iso,corr_magMAE,corr_vecMAE
dipole,3,primary,shuffled,3,1,20,0.09526028,0.09516138,-9.889901e-05,-0.0025565624237060547,,4.826242,0.09526028,,,,0.106382206,0.1933459,,4.8262463,0.09516138,,,,0.10588537,0.1931621
dipole,3,primary,shuffled,3,2,19,0.09526028,0.09516709,-9.318441e-05,-0.002868175506591797,,4.826242,0.09526028,,,,0.106382206,0.1933459,,4.8262367,0.09516709,,,,0.105922304,0.19316961
dipole,3,primary,shuffled,4,0,16,0.09526028,0.09515412,-0.00010615587,-0.00246274471282959,,4.826242,0.09526028,,,,0.106382206,0.1933459,,4.8262444,0.09515412,,,,0.10584651,0.19314992
dipole,3,primary,shuffled,4,1,19,0.09526028,0.09518543,-7.484853e-05,-0.0036939382553100586,,4.826242,0.09526028,,,,0.106382206,0.1933459,,4.8262396,0.09518543,,,,0.106016375,0.19320403
dipole,3,primary,shuffled,4,2,17,0.09526028,0.095180675,-7.9602e-05,-0.0034859180450439453,,4.826242,0.09526028,,,,0.106382206,0.1933459,,4.8262444,0.095180675,,,,0.10599349,0.19319618
dipole,4,primary,null,0,0,,0.08958602,0.08958602,0.0,,,4.377407,0.08958602,,,,0.10211939,0.18198997,,,,,,,,
dipole,4,primary,tda,0,0,78,0.08958602,0.09089308,0.0013070628,-0.04951357841491699,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.377407,0.09089308,,,,0.105438866,0.18465519
dipole,4,primary,tda,0,1,61,0.08958602,0.090605915,0.0010198951,-0.04216420650482178,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774056,0.090605915,,,,0.10503883,0.18399286
dipole,4,primary,tda,0,2,50,0.08958602,0.09018962,0.00060360134,-0.028072595596313477,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774014,0.09018962,,,,0.104195565,0.18324292
dipole,4,primary,random,0,0,16,0.08958602,0.09009412,0.0005080998,-0.0242692232131958,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.377406,0.09009412,,,,0.10411668,0.18298632
dipole,4,primary,random,0,1,17,0.08958602,0.09002615,0.00044012815,-0.021722793579101562,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.377408,0.09002615,,,,0.10387158,0.1828507
dipole,4,primary,random,0,2,16,0.08958602,0.08995681,0.00037079304,-0.01910531520843506,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774076,0.08995681,,,,0.10362333,0.18271276
dipole,4,primary,random,1,0,17,0.08958602,0.09009019,0.00050417334,-0.02406001091003418,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.377403,0.09009019,,,,0.10409467,0.18298006
dipole,4,primary,random,1,1,17,0.08958602,0.09002006,0.00043404102,-0.02143073081970215,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774037,0.09002006,,,,0.10384389,0.1828381
dipole,4,primary,random,1,2,16,0.08958602,0.0899485,0.0003624782,-0.01884150505065918,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774033,0.0899485,,,,0.10358773,0.18269764
dipole,4,primary,random,2,0,18,0.08958602,0.09002888,0.0004428625,-0.021897435188293457,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.377402,0.09002888,,,,0.10388325,0.18285741
dipole,4,primary,random,2,1,16,0.08958602,0.090042174,0.00045615435,-0.022345542907714844,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.377404,0.090042174,,,,0.10394254,0.1828838
dipole,4,primary,random,2,2,16,0.08958602,0.08994268,0.0003566593,-0.01871800422668457,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3773956,0.08994268,,,,0.10357897,0.18268798
dipole,4,primary,random,3,0,16,0.08958602,0.09009892,0.00051289797,-0.02443063259124756,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.377403,0.09009892,,,,0.104133286,0.18299393
dipole,4,primary,random,3,1,16,0.08958602,0.090058394,0.00047237426,-0.02297043800354004,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774066,0.090058394,,,,0.103985175,0.18291351
dipole,4,primary,random,3,2,16,0.08958602,0.089947365,0.0003613457,-0.018854498863220215,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774004,0.089947365,,,,0.10358796,0.1826947
dipole,4,primary,random,4,0,16,0.08958602,0.0901035,0.0005174801,-0.024479150772094727,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.377405,0.0901035,,,,0.1041458,0.1829996
dipole,4,primary,random,4,1,16,0.08958602,0.090046056,0.0004600361,-0.022360801696777344,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774014,0.090046056,,,,0.10394324,0.18288545
dipole,4,primary,random,4,2,16,0.08958602,0.08995148,0.00036545843,-0.018883228302001953,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774066,0.08995148,,,,0.103602216,0.18269953
dipole,4,primary,shuffled,0,0,19,0.08958602,0.08996914,0.00038312376,-0.01967322826385498,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774004,0.08996914,,,,0.103666954,0.18273942
dipole,4,primary,shuffled,0,1,17,0.08958602,0.08998532,0.00039929897,-0.0203169584274292,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774066,0.08998532,,,,0.10372225,0.18277046
dipole,4,primary,shuffled,0,2,18,0.08958602,0.09006028,0.00047425926,-0.023023009300231934,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774037,0.09006028,,,,0.10398748,0.18291514
dipole,4,primary,shuffled,1,0,19,0.08958602,0.089948624,0.00036260486,-0.018845081329345703,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774,0.089948624,,,,0.103590265,0.18269865
dipole,4,primary,shuffled,1,1,17,0.08958602,0.08998071,0.00039468706,-0.020124435424804688,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774033,0.08998071,,,,0.10370786,0.18276201
dipole,4,primary,shuffled,1,2,24,0.08958602,0.09004801,0.00046198815,-0.02261662483215332,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774123,0.09004801,,,,0.10394063,0.18289985
dipole,4,primary,shuffled,2,0,18,0.08958602,0.08991778,0.00033175945,-0.01765596866607666,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.377408,0.08991778,,,,0.10348416,0.18264058
dipole,4,primary,shuffled,2,1,17,0.08958602,0.089911334,0.0003253147,-0.017394661903381348,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774023,0.089911334,,,,0.10345786,0.1826259
dipole,4,primary,shuffled,2,2,18,0.08958602,0.08998259,0.00039657205,-0.02008211612701416,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774056,0.08998259,,,,0.10371732,0.1827645
dipole,4,primary,shuffled,3,0,19,0.08958602,0.090008,0.00042197853,-0.021164894104003906,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774023,0.090008,,,,0.10381067,0.18281476
dipole,4,primary,shuffled,3,1,17,0.08958602,0.090011895,0.0004258752,-0.02123439311981201,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.377408,0.090011895,,,,0.10382274,0.18282032
dipole,4,primary,shuffled,3,2,16,0.08958602,0.08999308,0.00040706247,-0.02053654193878174,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774033,0.08999308,,,,0.103753716,0.18278271
dipole,4,primary,shuffled,4,0,27,0.08958602,0.090045795,0.00045977533,-0.022172212600708008,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774014,0.090045795,,,,0.10391932,0.18288037
dipole,4,primary,shuffled,4,1,21,0.08958602,0.08999947,0.00041344762,-0.02066969871520996,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.377402,0.08999947,,,,0.1037643,0.18279392
dipole,4,primary,shuffled,4,2,21,0.08958602,0.09008925,0.0005032271,-0.023825526237487793,,4.377407,0.08958602,,,,0.10211939,0.18198997,,4.3774066,0.09008925,,,,0.10408626,0.18297149
polar,0,primary,null,0,0,,2.1734514,2.1734514,0.0,,2.1734514,,,0.84136575,0.56307375,0.60791206,,,,,,,,,,
polar,0,primary,tda,0,0,61,2.1734514,2.1916842596873987,0.01823283604237913,-0.16999089690788194,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1916842596873987,,,0.8504167737257219,0.5676060080405221,0.6241250724484082,,
polar,0,primary,tda,0,1,55,2.1734514,2.185606143747382,0.012154720102362404,-0.15291567752489899,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.185606143747382,,,0.8451531790097615,0.5659605245196887,0.6181531956176984,,
polar,0,primary,tda,0,2,75,2.1734514,2.1878623528292125,0.014410929184192955,-0.15663362026627947,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1878623528292125,,,0.84729001697924,0.5664539786258627,0.6210445406122382,,
polar,0,primary,random,0,0,17,2.1734514,2.1871815547881415,0.013730131143121937,-0.1525917902918953,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1871815547881415,,,0.8464369823600043,0.5659998863736251,0.618232239834599,,
polar,0,primary,random,0,1,16,2.1734514,2.191853364146054,0.018401940501034275,-0.1567239108127534,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.191853364146054,,,0.8504547846054263,0.5671429984402431,0.6230825679874705,,
polar,0,primary,random,0,2,16,2.1734514,2.18683657848489,0.013385154839870683,-0.15175952411295257,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.18683657848489,,,0.8464495677998353,0.565932987807959,0.6181881577059976,,
polar,0,primary,random,1,0,17,2.1734514,2.187353182559162,0.01390175891414236,-0.1527608733132093,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.187353182559162,,,0.8465692030891897,0.5660464497741637,0.6184490348579238,,
polar,0,primary,random,1,1,18,2.1734514,2.189116271148146,0.015664847503126467,-0.15433089359844088,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.189116271148146,,,0.8480844220370389,0.5664773308645734,0.6202809506149609,,
polar,0,primary,random,1,2,16,2.1734514,2.186785274107848,0.013333850462828423,-0.15157169850771735,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.186785274107848,,,0.846482430998786,0.5659242786823566,0.6181756370265304,,
polar,0,primary,random,2,0,17,2.1734514,2.1877463792444445,0.014294955599424952,-0.15316682334861198,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1877463792444445,,,0.8468341670235672,0.5661343375354234,0.6187264613937405,,
polar,0,primary,random,2,1,16,2.1734514,2.191768587746689,0.01831716410166928,-0.15659321344141042,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.191768587746689,,,0.8503776413947574,0.5671110579378337,0.6230419589336118,,
polar,0,primary,random,2,2,16,2.1734514,2.1865741165028076,0.01312269285778811,-0.1511949640704966,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1865741165028076,,,0.8463758558660063,0.5658748036319304,0.6179953023088675,,
polar,0,primary,random,3,0,17,2.1734514,2.1875470805397423,0.014095656894722808,-0.15306510123800354,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1875470805397423,,,0.8466564624300246,0.566085876748037,0.6184994838914926,,
polar,0,primary,random,3,1,16,2.1734514,2.1915611812017093,0.018109757556689754,-0.15644983881860242,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1915611812017093,,,0.8502179629558674,0.5670609923562997,0.6228525997279258,,
polar,0,primary,random,3,2,16,2.1734514,2.186415860136001,0.012964436490981335,-0.1510065353396305,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.186415860136001,,,0.8462804661133274,0.5658341027732872,0.617889727748653,,
polar,0,primary,random,4,0,17,2.1734514,2.1870779167424317,0.013626493097412151,-0.15249051241393108,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1870779167424317,,,0.8463093983307488,0.5659692596532623,0.6181866459842023,,
polar,0,primary,random,4,1,16,2.1734514,2.1914620493440293,0.018010625699009797,-0.1561966556543296,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1914620493440293,,,0.8502055314349422,0.5670451717279887,0.6228138590445628,,
polar,0,primary,random,4,2,16,2.1734514,2.1864975312396107,0.013046107594591128,-0.15136719724921455,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1864975312396107,,,0.8462168781893484,0.5658504938870746,0.6179056647764011,,
polar,0,primary,shuffled,0,0,31,2.1734514,2.1814833016443806,0.008031877999361114,-0.14525351543730858,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1814833016443806,,,0.8427437864170662,0.5646816357997687,0.6132964084589181,,
polar,0,primary,shuffled,0,1,19,2.1734514,2.188301476018308,0.014850052373288403,-0.1544669332790949,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.188301476018308,,,0.8468428924095688,0.5662612115348648,0.6189046965657543,,
polar,0,primary,shuffled,0,2,23,2.1734514,2.191546234138006,0.018094810492986557,-0.15739570811470027,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.191546234138006,,,0.8496054605480631,0.5670402301316385,0.6223189205327817,,
polar,0,primary,shuffled,1,0,20,2.1734514,2.1880045242930453,0.01455310064802573,-0.15350747622318472,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1880045242930453,,,0.8469786854709409,0.5661887250830449,0.6189784450763719,,
polar,0,primary,shuffled,1,1,18,2.1734514,2.1887447496018546,0.01529332595683508,-0.15462017691037488,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1887447496018546,,,0.84732176085747,0.5663598184590126,0.6194845874175264,,
polar,0,primary,shuffled,1,2,19,2.1734514,2.192775694399205,0.019324270754185413,-0.15966028892603112,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.192775694399205,,,0.849933773662878,0.5672949501468179,0.6228899100392715,,
polar,0,primary,shuffled,2,0,19,2.1734514,2.1871233806977552,0.013671957052735717,-0.15143299231708507,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1871233806977552,,,0.84701123499563,0.5660223211332844,0.6187612023969233,,
polar,0,primary,shuffled,2,1,20,2.1734514,2.1880198698174715,0.01456844617245201,-0.15357352138397795,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1880198698174715,,,0.8469413423661536,0.5661954092319756,0.6189531536330064,,
polar,0,primary,shuffled,2,2,24,2.1734514,2.1850650756506584,0.011613652005638908,-0.1489461725735166,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1850650756506584,,,0.8455715001994958,0.565532314957203,0.6168471684724226,,
polar,0,primary,shuffled,3,0,17,2.1734514,2.1870189513224094,0.01356752767738989,-0.1522684940482072,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1870189513224094,,,0.8463583818924726,0.5659721132572301,0.6181522118198487,,
polar,0,primary,shuffled,3,1,18,2.1734514,2.183703996410858,0.010252572765838686,-0.14869914018031472,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.183703996410858,,,0.8438533280742866,0.5651786220704998,0.6149048601169346,,
polar,0,primary,shuffled,3,2,19,2.1734514,2.1889923719623625,0.015540948317342984,-0.15477186820574174,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1889923719623625,,,0.8475986844065,0.5664245996145414,0.6198018914100148,,
polar,0,primary,shuffled,4,0,20,2.1734514,2.1897294025469205,0.01627797890190097,-0.15530256826627364,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1897294025469205,,,0.8483595416719236,0.5666118171922656,0.6206635606224288,,
polar,0,primary,shuffled,4,1,18,2.1734514,2.1886455028359215,0.015194079190901988,-0.15406303647584774,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.1886455028359215,,,0.847580453257626,0.5663534823817148,0.6196792252122056,,
polar,0,primary,shuffled,4,2,20,2.1734514,2.192949412176134,0.01949798853111462,-0.15931252302134935,2.1734514,,,0.84136575,0.56307375,0.60791206,,,2.192949412176134,,,0.8504704786930848,0.5673582350307034,0.6235504859173455,,
polar,1,primary,null,0,0,,2.2561216,2.2561216,0.0,,2.2561216,,,0.8952295,0.5782895,0.6913309,,,,,,,,,,
polar,1,primary,tda,0,0,49,2.2561216,2.3012536411558524,0.045132005718840684,-0.16842270407173354,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.3012536411558524,,,0.928314433100014,0.5878050232515362,0.7338128690604488,,
polar,1,primary,tda,0,1,48,2.2561216,2.319878681843675,0.06375704640666324,-0.20720164566692678,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.319878681843675,,,0.9409692783427134,0.5924891647789745,0.7499985449865681,,
polar,1,primary,tda,0,2,68,2.2561216,2.280225938019709,0.024104302582697468,-0.13178341060788518,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.280225938019709,,,0.9164186008619377,0.58298595814622,0.7138573953411517,,
polar,1,primary,random,0,0,17,2.2561216,2.2386853875033417,-0.017436247933670046,-0.11739867959010186,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2386853875033417,,,0.8848221321320557,0.5741400746256676,0.6777375103528033,,
polar,1,primary,random,0,1,16,2.2561216,2.2423391201916583,-0.013782515245353455,-0.1207533410253534,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2423391201916583,,,0.8878289605090436,0.575000410143499,0.6812125098108105,,
polar,1,primary,random,0,2,16,2.2561216,2.2389000339644465,-0.01722160147256524,-0.11754664106642287,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2389000339644465,,,0.8849976988635598,0.5741924982030436,0.6779331802338997,,
polar,1,primary,random,1,0,17,2.2561216,2.238617882449194,-0.017503752987817922,-0.11734851240624267,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.238617882449194,,,0.8847730274664786,0.5741363820054487,0.6776519411957189,,
polar,1,primary,random,1,1,16,2.2561216,2.242963666388652,-0.013157969048359863,-0.12150546698284481,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.242963666388652,,,0.8882661900355193,0.5751499509465804,0.6817778595991139,,
polar,1,primary,random,1,2,16,2.2561216,2.2388757648489466,-0.01724587058806515,-0.11748711735398942,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2388757648489466,,,0.8850607575830084,0.5741918342647079,0.677969185323326,,
polar,1,primary,random,2,0,17,2.2561216,2.238694978074386,-0.01742665736262561,-0.11735734079502436,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.238694978074386,,,0.8848367230692925,0.5741342765917288,0.6777851021112378,,
polar,1,primary,random,2,1,16,2.2561216,2.2428559109548916,-0.013265724482120156,-0.12136922693628371,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2428559109548916,,,0.8881963736095925,0.5751116564293958,0.6816950793703048,,
polar,1,primary,random,2,2,16,2.2561216,2.2383073803371665,-0.017814255099845244,-0.11679073136627449,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2383073803371665,,,0.8846525993413727,0.5740422283806065,0.6775189659427594,,
polar,1,primary,random,3,0,17,2.2561216,2.2386456495304627,-0.017475985906548974,-0.1173945567170982,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2386456495304627,,,0.8847805700895895,0.5741408229028142,0.6776527650305706,,
polar,1,primary,random,3,1,16,2.2561216,2.2420480576271418,-0.014073577809869953,-0.1203963027591447,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2420480576271418,,,0.8876485818200902,0.5749335140987596,0.6809840699664833,,
polar,1,primary,random,3,2,16,2.2561216,2.238764817012305,-0.0173568184247066,-0.11737588065138338,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.238764817012305,,,0.8849481520480027,0.574163458057169,0.6778102216493255,,
polar,1,primary,random,4,0,16,2.2561216,2.2454217842180495,-0.01069985121896222,-0.12464975606885476,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2454217842180495,,,0.8897404991873259,0.5757278900996997,0.6837482942756141,,
polar,1,primary,random,4,1,16,2.2561216,2.2431747354018876,-0.01294690003512411,-0.12171289765408566,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2431747354018876,,,0.888415269907797,0.5751955356735171,0.6819413499066533,,
polar,1,primary,random,4,2,16,2.2561216,2.2382861792781807,-0.017835456158830976,-0.11683571153606576,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2382861792781807,,,0.8846552767600114,0.574049625435495,0.6774578323939027,,
polar,1,primary,shuffled,0,0,22,2.2561216,2.23586491718925,-0.02025671824776154,-0.1140649941421471,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.23586491718925,,,0.8829265880233343,0.5734853030553331,0.6753270704465602,,
polar,1,primary,shuffled,0,1,24,2.2561216,2.235818296838868,-0.020303338598143927,-0.11405117627230332,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.235818296838868,,,0.8828094195029131,0.5734696248198445,0.6752158333659306,,
polar,1,primary,shuffled,0,2,21,2.2561216,2.2409832694776437,-0.015138365959368016,-0.11981280777202041,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2409832694776437,,,0.8865494275738104,0.5746868521735533,0.6798278881740583,,
polar,1,primary,shuffled,1,0,19,2.2561216,2.2381252403739227,-0.017996395063089032,-0.11674535877175507,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2381252403739227,,,0.884439193562314,0.5740074968697917,0.6772341537612183,,
polar,1,primary,shuffled,1,1,18,2.2561216,2.238322225245029,-0.017799410191982723,-0.1173109558995008,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.238322225245029,,,0.8844492937754339,0.5740647125409626,0.6772619281308464,,
polar,1,primary,shuffled,1,2,18,2.2561216,2.2429718331591126,-0.01314980227789908,-0.12252105947896041,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2429718331591126,,,0.8876944487016631,0.5751496347667518,0.6813698785159706,,
polar,1,primary,shuffled,2,0,17,2.2561216,2.2390111099835037,-0.017110525453507996,-0.11761121012523112,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2390111099835037,,,0.8851459441782575,0.5742188790189231,0.678110226174002,,
polar,1,primary,shuffled,2,1,22,2.2561216,2.240563652032897,-0.01555798340411485,-0.1197492301181452,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.240563652032897,,,0.8860652549301175,0.5745965552003172,0.6793015330459917,,
polar,1,primary,shuffled,2,2,21,2.2561216,2.2406683858329286,-0.015453249604083119,-0.11964168198337355,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2406683858329286,,,0.8862624658592956,0.5746191382577077,0.6794744616849479,,
polar,1,primary,shuffled,3,0,18,2.2561216,2.2405751133054155,-0.015546522131596241,-0.11913529566943215,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2405751133054155,,,0.8864161648652275,0.5745800054058358,0.6795718623196064,,
polar,1,primary,shuffled,3,1,19,2.2561216,2.23953051780158,-0.01659111763543164,-0.11848352315634414,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.23953051780158,,,0.8853776781338866,0.5743450400782155,0.678455459377632,,
polar,1,primary,shuffled,3,2,21,2.2561216,2.2376905562594698,-0.018431079177541942,-0.11567556846719929,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2376905562594698,,,0.8844826478206711,0.5739093720121756,0.6771214736350785,,
polar,1,primary,shuffled,4,0,18,2.2561216,2.2365483813044533,-0.019573254132558393,-0.114600090588304,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2365483813044533,,,0.8835826170515727,0.5736416995351196,0.6760540916591729,,
polar,1,primary,shuffled,4,1,19,2.2561216,2.2374773751851547,-0.01864426025185706,-0.11598916683444516,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2374773751851547,,,0.8840486784281761,0.5738607979375658,0.676711690084578,,
polar,1,primary,shuffled,4,2,19,2.2561216,2.2397714895667726,-0.016350145870239086,-0.11862140393861442,2.2561216,,,0.8952295,0.5782895,0.6913309,,,2.2397714895667726,,,0.8856227086251612,0.5743986093280392,0.6787018467752036,,
polar,2,primary,null,0,0,,1.8229272,1.8229272,0.0,,1.8229272,,,0.6776971,0.4746316,0.4252307,,,,,,,,,,
polar,2,primary,tda,0,0,21,1.8229272,1.824915813255801,0.0019885766987941533,-0.03167329341088809,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.824915813255801,,,0.6788105412554244,0.4749193719626545,0.4316619641081923,,
polar,2,primary,tda,0,1,19,1.8229272,1.823354744358487,0.00042750780148015366,-0.029779174756058957,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.823354744358487,,,0.6774654433340943,0.47449332957251106,0.4298998494661409,,
polar,2,primary,tda,0,2,22,1.8229272,1.8266535566099846,0.003726320052977794,-0.036115572852853606,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.8266535566099846,,,0.679855154942406,0.4753867187836936,0.43277584806734753,,
polar,2,primary,random,0,0,17,1.8229272,1.8222584930087644,-0.0006687435482424231,-0.025513935623564077,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.8222584930087644,,,0.6764526776133472,0.47433895364875955,0.42668155523158485,,
polar,2,primary,random,0,1,16,1.8229272,1.8230332359270935,0.00010599937008670679,-0.026484832395049174,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.8230332359270935,,,0.6771672623378029,0.474562187501865,0.42726949895082095,,
polar,2,primary,random,0,2,16,1.8229272,1.8217849664879884,-0.0011422700690184584,-0.02462876233720812,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.8217849664879884,,,0.6760601612772583,0.4742058504862934,0.42629515181198596,,
polar,2,primary,random,1,0,17,1.8229272,1.822369604836997,-0.0005576317200097769,-0.025715535226334962,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.822369604836997,,,0.6765397737563072,0.4743697371746567,0.4267531408667876,,
polar,2,primary,random,1,1,18,1.8229272,1.8224050052055054,-0.0005222313515014232,-0.025893698866354287,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.8224050052055054,,,0.6765480407315254,0.47437718325712813,0.4268298691495102,,
polar,2,primary,random,1,2,16,1.8229272,1.8219820644679507,-0.00094517208905609,-0.024904955234572368,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.8219820644679507,,,0.6762132269575956,0.47426081429079014,0.42645462813578416,,
polar,2,primary,random,2,0,17,1.8229272,1.8223754809446533,-0.0005517556123535439,-0.02587354108503248,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.8223754809446533,,,0.6765090524205595,0.47436094930056416,0.42676760654270457,,
polar,2,primary,random,2,1,16,1.8229272,1.8229055547325244,-2.1681824482477907e-05,-0.026301829892024342,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.8229055547325244,,,0.6770099391368349,0.4745197015061053,0.4271508856698771,,
polar,2,primary,random,2,2,16,1.8229272,1.821857859431213,-0.0010693771257939133,-0.02476556749865988,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.821857859431213,,,0.6761099908990801,0.47421772549339186,0.4263627043361468,,
polar,2,primary,random,3,0,17,1.8229272,1.8223352141028837,-0.0005920224541231534,-0.025783784751343353,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.8223352141028837,,,0.6765038494072193,0.47436087192054227,0.42676872535436383,,
polar,2,primary,random,3,1,16,1.8229272,1.8230193104836472,9.207392664034586e-05,-0.02664050708563881,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.8230193104836472,,,0.6771147843771036,0.47455708647094547,0.42729744707222417,,
polar,2,primary,random,3,2,16,1.8229272,1.82194899552761,-0.0009782410293968091,-0.024951438060277886,1.8229272,,,0.6776971,0.4746316,0.4252307,,,1.82194899552761,,,0.6761987536333395,0.47425780548367125,0.42643077740407986,,
