property,seed,basis,arm,realization,alpha,baseline,corrected,delta,probe_r2_mean,coef_mae_mean,spearman_mean,frac_small,cond_median,cond_frac_gt_1e6,sens_delta,base_Frob,base_angErr,base_compMAE,base_eigMAE,base_elem,base_iso,base_magMAE,base_vecMAE,corr_Frob,corr_angErr,corr_compMAE,corr_eigMAE,corr_elem,corr_iso,corr_magMAE,corr_vecMAE
dipole,2,primary,null,0,,0.09219367,0.09219367,0.0,,,,0.006648116116417237,1.0,0.0,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.506803,0.09219367,,,,0.104156874,0.18661891
dipole,2,primary,tda,0,100.0,0.09219367,0.09225636842836644,6.269785751607249e-05,-0.013898542863838959,0.10354481307052837,0.0546547408333224,0.006648116116417237,1.0,0.0,7.42599285965817e-05,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.506806926659462,0.09225636842836644,,,,0.10446084949421647,0.18673414811118047
dipole,2,primary,random,0,1000000.0,0.09219367,0.092296190475165,0.00010251990431463243,-0.016064282337338698,0.10364165480056398,0.0011616912690798414,0.006648116116417237,1.0,0.0,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.506806926452393,0.092296190475165,,,,0.10457316042029646,0.1868188398888627
dipole,2,primary,random,1,100000.0,0.09219367,0.09229650492591288,0.00010283435506250327,-0.01606152065885258,0.10364115402991382,0.004086916157397435,0.006648116116417237,1.0,0.0,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.5068069264396575,0.09229650492591288,,,,0.10457244849221171,0.18681839215559295
dipole,2,primary,random,2,1000000.0,0.09219367,0.09229591419292787,0.00010224362207750248,-0.016055316765064997,0.10364125880650278,0.007099790794655137,0.006648116116417237,1.0,0.0,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.5068069264525095,0.09229591419292787,,,,0.1045728290287534,0.1868182771727696
dipole,2,primary,random,3,1000000.0,0.09219367,0.09229638490369792,0.00010271433284754494,-0.016061694553635597,0.10364167455017936,0.0017860403744454827,0.006648116116417237,1.0,0.0,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.506806926451752,0.09229638490369792,,,,0.10457316731158708,0.18681883707724667
dipole,2,primary,random,4,1000.0,0.09219367,0.09229722709471323,0.00010355652386286052,-0.01605818104119372,0.10364645363321635,0.006003417660850029,0.006648116116417237,1.0,0.0,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.506806926454619,0.09229722709471323,,,,0.10457355386144143,0.186820899683865
dipole,2,primary,shuffled,0,100000.0,0.09219367,0.09228170803366897,8.803746281860203e-05,-0.015384623124915953,0.10359886793692276,0.003228734577283889,0.006648116116417237,1.0,0.0,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.506806926434291,0.09228170803366897,,,,0.10451555721551757,0.1867896847946057
dipole,2,primary,shuffled,1,1000000.0,0.09219367,0.09229587245360776,0.00010220188275739117,-0.016051557067357614,0.10364053529384885,-0.0031598115171979787,0.006648116116417237,1.0,0.0,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.506806926450661,0.09229587245360776,,,,0.1045716867512208,0.18681813688633647
dipole,2,primary,shuffled,2,1000000.0,0.09219367,0.09229633978486537,0.00010266921401499984,-0.01607993325712731,0.10364281453955002,-0.003565737776190883,0.006648116116417237,1.0,0.0,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.50680692645315,0.09229633978486537,,,,0.10457427344783715,0.18681927464892983
dipole,2,primary,shuffled,3,1000.0,0.09219367,0.09229447675835448,0.00010080618750410442,-0.01595233576979238,0.10362797988772918,0.0044935361254287935,0.006648116116417237,1.0,0.0,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.5068069264415005,0.09229447675835448,,,,0.10455361321446165,0.1868132523732617
dipole,2,primary,shuffled,4,10000.0,0.09219367,0.09228353201569028,8.986144483991154e-05,-0.015419832065336703,0.10360336405043002,0.006271714660990244,0.006648116116417237,1.0,0.0,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.506806926407322,0.09228353201569028,,,,0.10452011763947087,0.18679237384515457
dipole,2,secondary,null,0,,0.09219367,0.09219367,0.0,,,,0.006648116116417237,34716.52468385787,0.2010077461081447,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.506803,0.09219367,,,,0.104156874,0.18661891
dipole,2,secondary,tda,0,1000000.0,0.09219367,0.0928501200808372,0.0006564495099868339,-7.838090425401252e-05,1.5227535481715824,-0.005534684954682521,0.006648116116417237,34716.52468385787,0.2010077461081447,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.515700832081507,0.0928501200808372,,,,0.10536740906067167,0.18786868751030972
dipole,2,secondary,random,0,1000000.0,0.09219367,0.09254025393975081,0.0003465833689004355,-7.295397830886508e-05,1.522678658836096,-0.005802517208281464,0.006648116116417237,34716.52468385787,0.2010077461081447,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.515666874288639,0.09254025393975081,,,,0.10464820698892383,0.1873052569510877
dipole,2,secondary,random,1,1000000.0,0.09219367,0.09257665538771148,0.0003829848168611094,-6.897597090138596e-05,1.5226776210861905,0.00406177339384692,0.006648116116417237,34716.52468385787,0.2010077461081447,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.516139637069453,0.09257665538771148,,,,0.1047407883189613,0.18738466579466886
dipole,2,secondary,random,2,1000000.0,0.09219367,0.09262813036735051,0.00043445979650014177,-6.683020133846362e-05,1.5226688001942588,0.004722775226569351,0.006648116116417237,34716.52468385787,0.2010077461081447,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.516856510098368,0.09262813036735051,,,,0.1048148250954541,0.18747194266214412
dipole,2,secondary,random,3,1000000.0,0.09219367,0.0926025233390805,0.0004088527682301335,-7.384337857785361e-05,1.5226772001454918,0.0003399354030998289,0.006648116116417237,34716.52468385787,0.2010077461081447,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.517053677949771,0.0926025233390805,,,,0.1047587484006496,0.18742359956013904
dipole,2,secondary,random,4,1000000.0,0.09219367,0.09260070303634742,0.0004070324654970453,-7.28538113591674e-05,1.522674718665515,0.0018646851532600074,0.006648116116417237,34716.52468385787,0.2010077461081447,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.516516129333919,0.09260070303634742,,,,0.10475627551462743,0.1874177656332154
dipole,2,secondary,shuffled,0,1000000.0,0.09219367,0.09273320740721243,0.0005395368363620562,-7.381711970063283e-05,1.5227637505813105,0.0037726152131044035,0.006648116116417237,34716.52468385787,0.2010077461081447,,,4.506803,0.09219367,,,,0.104156874,0.18661891,,4.520629245624669,0.09273320740721243,,,,0.10488044247711979,0.18768391757304428
